[20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 3200.0, 3200.0, 3200.0, 3200.0, 3360.0, 3900.0, 3900.0, 3900.0, 3900.0, 3900.0, 3900.0, 3900.0, 3700.0, 3900.0, 3900.0, 3640.0, 3640.0, 3640.0, 3700.0, 3700.0, 3700.0, 3700.0, 3700.0, 3700.0, 4160.0, 4160.0, 4220.0, 4220.0, 4220.0, 4180.0, 4180.0, 4180.0, 3520.0, 3360.0, 3360.0, 3360.0, 3220.0, 3240.0, 3180.0, 3180.0, 3040.0, 3040.0, 3040.0, 3040.0, 3520.0, 3340.0, 3360.0, 3360.0, 3360.0, 3360.0, 3360.0, 3360.0, 3360.0]
[20000, 20000, 20000, 4920.0, 3560.0, 3560.0, 3560.0, 3560.0, 3560.0, 3540.0, 3740.0, 3740.0, 3740.0, 3500.0, 3500.0, 3520.0, 3520.0, 3320.0, 3420.0, 3660.0, 3660.0, 3660.0, 3660.0, 3660.0, 3660.0, 3620.0, 3900.0, 3900.0, 3280.0, 3280.0, 3280.0, 3280.0, 3280.0, 3280.0, 3280.0, 3280.0, 3280.0, 3320.0, 3320.0, 3340.0, 3700.0, 3700.0, 3700.0, 3700.0, 3700.0, 3540.0, 3760.0, 3760.0, 3760.0, 3740.0, 3740.0, 3740.0, 3740.0, 3980.0, 3940.0, 3940.0, 3940.0, 3280.0, 3740.0, 3700.0, 3700.0, 3700.0, 3700.0, 3700.0, 3700.0, 3700.0]
[20000, 20000, 20000, 20000, 3760.0, 3740.0, 3740.0, 3740.0, 3740.0, 3360.0, 3360.0, 3360.0, 3360.0, 3220.0, 3220.0, 3220.0, 3220.0, 3240.0, 3480.0, 3480.0, 3480.0, 3520.0, 3520.0, 3520.0, 3520.0, 3480.0, 3620.0, 3620.0, 3480.0, 3480.0, 3480.0, 3500.0, 3500.0, 3700.0, 3700.0, 3700.0, 3700.0, 4160.0, 4160.0, 4480.0, 4480.0, 4480.0, 3880.0, 3880.0, 3880.0, 3420.0, 3320.0, 3320.0, 3320.0, 3360.0, 3220.0, 3220.0, 3220.0, 3260.0, 3260.0, 3260.0, 3260.0, 4000.0, 3620.0, 3520.0, 3520.0, 3520.0, 3520.0, 3820.0, 3820.0, 3820.0]
[20000, 20000, 20000, 20000, 3780.0, 3380.0, 3380.0, 3380.0, 3380.0, 3540.0, 3480.0, 3480.0, 3480.0, 3480.0, 3480.0, 3460.0, 3460.0, 3480.0, 3680.0, 3680.0, 3680.0, 3680.0, 3680.0, 3680.0, 3680.0, 3520.0, 3780.0, 3780.0, 3640.0, 3640.0, 3640.0, 3940.0, 3940.0, 3940.0, 3940.0, 3940.0, 3940.0, 3820.0, 3820.0, 3880.0, 3500.0, 3500.0, 3520.0, 3520.0, 3520.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3280.0, 3240.0, 3240.0, 3240.0, 3820.0, 3700.0, 3460.0, 3460.0, 3460.0, 3460.0, 3460.0, 3460.0, 3460.0]
[20000, 20000, 4920.0, 3760.0, 3200.0, 3200.0, 3180.0, 3180.0, 3180.0, 3200.0, 3340.0, 3340.0, 3340.0, 3340.0, 3340.0, 3340.0, 3340.0, 3320.0, 3280.0, 3320.0, 3320.0, 3320.0, 3320.0, 3320.0, 3320.0, 3260.0, 3120.0, 3120.0, 3160.0, 3160.0, 3160.0, 3180.0, 3180.0, 3180.0, 3180.0, 3180.0, 3180.0, 3720.0, 3720.0, 3700.0, 3700.0, 3700.0, 3400.0, 3400.0, 3400.0, 3620.0, 3620.0, 3620.0, 3620.0, 3620.0, 3600.0, 3560.0, 3560.0, 3560.0, 3560.0, 3560.0, 3560.0, 3360.0, 4180.0, 3960.0, 3960.0, 3960.0, 3940.0, 3940.0, 3940.0, 3940.0]
[20000, 20000, 4560.0, 3540.0, 3340.0, 3360.0, 3200.0, 3200.0, 3200.0, 3180.0, 3180.0, 3180.0, 3180.0, 3560.0, 3560.0, 3560.0, 3560.0, 3480.0, 3880.0, 3880.0, 3880.0, 3880.0, 3880.0, 3880.0, 3880.0, 4180.0, 4180.0, 4180.0, 3460.0, 3460.0, 3460.0, 3460.0, 3460.0, 3460.0, 3460.0, 3460.0, 3460.0, 3360.0, 3360.0, 3760.0, 3760.0, 3760.0, 3740.0, 3740.0, 3740.0, 3620.0, 3460.0, 3460.0, 3460.0, 3460.0, 3480.0, 3480.0, 3480.0, 3480.0, 3480.0, 3480.0, 3480.0, 3680.0, 3680.0, 3100.0, 3100.0, 3100.0, 3100.0, 3100.0, 3100.0, 3100.0]
[20000, 20000, 20000, 20000, 4280.0, 3560.0, 3560.0, 3560.0, 3560.0, 3540.0, 3540.0, 3540.0, 3540.0, 3420.0, 3420.0, 3420.0, 3420.0, 3700.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3460.0, 3100.0, 3100.0, 3120.0, 3120.0, 3120.0, 3120.0, 3120.0, 3120.0, 3120.0, 3120.0, 3120.0, 3260.0, 3260.0, 3260.0, 3220.0, 3220.0, 3480.0, 3480.0, 3480.0, 3520.0, 4100.0, 4100.0, 4100.0, 4140.0, 4140.0, 4140.0, 4140.0, 3860.0, 3880.0, 3880.0, 3880.0, 3660.0, 3660.0, 3680.0, 3680.0, 3680.0, 3700.0, 3700.0, 3700.0, 3700.0]
[20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 3740.0, 3980.0, 3980.0, 3980.0, 3980.0, 3980.0, 3980.0, 3980.0, 3900.0, 3900.0, 3160.0, 3160.0, 3160.0, 3540.0, 3540.0, 3540.0, 3540.0, 3540.0, 3540.0, 3700.0, 3700.0, 3240.0, 3300.0, 3300.0, 3400.0, 3400.0, 3400.0, 3860.0, 3560.0, 3560.0, 3560.0, 3700.0, 3740.0, 3740.0, 3740.0, 3420.0, 3360.0, 3360.0, 3360.0, 3120.0, 3420.0, 3320.0, 3320.0, 3320.0, 3320.0, 3320.0, 3320.0, 3320.0]
[20000, 20000, 7100.0, 7100.0, 3560.0, 3560.0, 3560.0, 3560.0, 3560.0, 3560.0, 3380.0, 3380.0, 3380.0, 3360.0, 3360.0, 3360.0, 3360.0, 3520.0, 3660.0, 3660.0, 3660.0, 3660.0, 3660.0, 3660.0, 3660.0, 3400.0, 3660.0, 3660.0, 3280.0, 3280.0, 3280.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3480.0, 3480.0, 3480.0, 3480.0, 3680.0, 3940.0, 3940.0, 3940.0, 3740.0, 3740.0, 3740.0, 3740.0, 3740.0, 3740.0, 3740.0, 3740.0, 3820.0, 3860.0, 3860.0, 3860.0, 3600.0, 3280.0, 3520.0, 3520.0, 3520.0, 3520.0, 3500.0, 3500.0, 3500.0]
[20000, 20000, 6400.0, 4000.0, 3700.0, 3480.0, 3480.0, 3480.0, 3480.0, 3660.0, 3680.0, 3680.0, 3680.0, 3680.0, 3680.0, 3680.0, 3680.0, 3320.0, 3260.0, 3240.0, 3240.0, 3240.0, 3240.0, 3240.0, 3240.0, 3220.0, 3120.0, 3120.0, 3480.0, 3480.0, 3480.0, 3480.0, 3480.0, 3480.0, 3480.0, 3480.0, 3480.0, 3680.0, 3680.0, 3520.0, 3520.0, 3520.0, 3500.0, 3500.0, 3500.0, 3860.0, 3480.0, 3480.0, 3480.0, 3480.0, 3520.0, 3640.0, 3640.0, 3700.0, 3700.0, 3700.0, 3700.0, 3280.0, 3940.0, 3720.0, 3720.0, 3720.0, 3720.0, 3500.0, 3500.0, 3500.0]
